,target_contrast,target_name,condition,n_cells_target,n_up_genes,n_down_genes,n_total_de_genes,ontarget_effect_size,ontarget_significant,baseMean,offtarget_flag,n_total_genes_category,ontarget_effect_category,target_contrast_corrected,obs_names,target_name_corrected
25716,ENSG00000155363,MOV10,Stim48hr,639.0,842,583,1425,-16.083107319880774,True,60.27033592674817,False,>10 DE genes,on-target KD,ENSG00000155363,ENSG00000155363_Stim48hr,MOV10
25717,ENSG00000157259,GATAD1,Stim48hr,84.0,95,30,125,-4.544892946034952,True,27.540578801024623,False,>10 DE genes,on-target KD,ENSG00000157259,ENSG00000157259_Stim48hr,GATAD1
25724,ENSG00000167447,SMG8,Stim48hr,996.0,417,228,645,-10.660493547874683,True,13.341583778720826,False,>10 DE genes,on-target KD,ENSG00000167447,ENSG00000167447_Stim48hr,SMG8
25735,ENSG00000214046,SMIM7,Stim48hr,298.0,69,63,132,-9.953645721387232,True,49.02801869452064,False,>10 DE genes,on-target KD,ENSG00000214046,ENSG00000214046_Stim48hr,SMIM7
25738,ENSG00000039650,PNKP,Stim8hr,79.0,53,3,56,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000039650,ENSG00000039650_Stim8hr,PNKP
25740,ENSG00000088035,ALG6,Stim8hr,687.0,193,67,260,-14.309553259613638,True,40.89355940042163,False,>10 DE genes,on-target KD,ENSG00000088035,ENSG00000088035_Stim8hr,ALG6
25748,ENSG00000119383,PTPA,Stim8hr,524.0,169,123,292,-16.506806788144605,True,76.03225943099694,False,>10 DE genes,on-target KD,ENSG00000119383,ENSG00000119383_Stim8hr,PTPA
25750,ENSG00000121067,SPOP,Stim8hr,296.0,45,9,54,-10.31859066323362,True,36.10021382072887,False,>10 DE genes,on-target KD,ENSG00000121067,ENSG00000121067_Stim8hr,SPOP
25759,ENSG00000137168,PPIL1,Stim8hr,248.0,357,150,507,-14.845166253286472,True,118.46843240590869,False,>10 DE genes,on-target KD,ENSG00000137168,ENSG00000137168_Stim8hr,PPIL1
25761,ENSG00000143374,TARS2,Stim8hr,436.0,1078,746,1824,-11.925387213815345,True,44.39008489844342,False,>10 DE genes,on-target KD,ENSG00000143374,ENSG00000143374_Stim8hr,TARS2
25764,ENSG00000145782,ATG12,Stim8hr,624.0,154,23,177,-19.81573682459544,True,78.20636553469997,True,>10 DE genes,on-target KD,ENSG00000145782,ENSG00000145782_Stim8hr,ATG12
25765,ENSG00000150776,NKAPD1,Stim8hr,461.0,481,124,605,-14.204083312726006,True,61.45750475325956,False,>10 DE genes,on-target KD,ENSG00000150776,ENSG00000150776_Stim8hr,NKAPD1
25775,ENSG00000168769,TET2,Stim8hr,1033.0,4,54,58,-17.607142058516015,True,37.884074861040354,False,>10 DE genes,on-target KD,ENSG00000168769,ENSG00000168769_Stim8hr,TET2
25791,ENSG00000081923,ATP8B1,Stim8hr,404.0,497,165,662,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000081923,ENSG00000081923_Stim8hr,ATP8B1
25792,ENSG00000089597,GANAB,Stim8hr,355.0,361,310,671,-8.848280907727887,True,37.48167171739731,False,>10 DE genes,on-target KD,ENSG00000089597,ENSG00000089597_Stim8hr,GANAB
25800,ENSG00000115419,GLS,Stim8hr,381.0,166,154,320,-18.377002017747696,True,197.32963352429704,False,>10 DE genes,on-target KD,ENSG00000115419,ENSG00000115419_Stim8hr,GLS
25803,ENSG00000123374,CDK2,Stim8hr,612.0,17,41,58,-12.1990678824926,True,36.4355319218225,False,>10 DE genes,on-target KD,ENSG00000123374,ENSG00000123374_Stim8hr,CDK2
25808,ENSG00000140320,BAHD1,Stim8hr,388.0,88,8,96,-13.749327266557064,True,55.96704029805537,False,>10 DE genes,on-target KD,ENSG00000140320,ENSG00000140320_Stim8hr,BAHD1
25816,ENSG00000157014,TATDN2,Stim8hr,402.0,26,27,53,-17.067893841724235,True,90.84496924664695,False,>10 DE genes,on-target KD,ENSG00000157014,ENSG00000157014_Stim8hr,TATDN2
25824,ENSG00000168724,DNAJC21,Stim8hr,195.0,49,84,133,-13.680711818883102,True,110.30419544639066,False,>10 DE genes,on-target KD,ENSG00000168724,ENSG00000168724_Stim8hr,DNAJC21
25829,ENSG00000178202,KDELC2,Stim8hr,238.0,1339,1138,2477,-4.611995880995179,True,14.913800589101385,False,>10 DE genes,on-target KD,ENSG00000178202,ENSG00000178202_Stim8hr,POGLUT3
25839,ENSG00000011451,WIZ,Rest,937.0,141,91,232,-13.882706143751149,True,41.86706959871555,False,>10 DE genes,on-target KD,ENSG00000011451,ENSG00000011451_Rest,WIZ
25848,ENSG00000118260,CREB1,Rest,782.0,64,136,200,-22.032250190323715,True,66.17326290139573,False,>10 DE genes,on-target KD,ENSG00000118260,ENSG00000118260_Rest,CREB1
25854,ENSG00000128714,HOXD13,Rest,163.0,24,11,35,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000128714,ENSG00000128714_Rest,HOXD13
25872,ENSG00000170604,IRF2BP1,Rest,272.0,23,35,58,-6.548963913183966,True,18.12444875508832,False,>10 DE genes,on-target KD,ENSG00000170604,ENSG00000170604_Rest,IRF2BP1
25879,ENSG00000182944,EWSR1,Rest,892.0,1186,1266,2452,-25.805315039429352,True,91.97659601283524,True,>10 DE genes,on-target KD,ENSG00000182944,ENSG00000182944_Rest,EWSR1
25883,ENSG00000184840,TMED9,Rest,157.0,1179,391,1570,-7.095135060148551,True,45.916833465446025,False,>10 DE genes,on-target KD,ENSG00000184840,ENSG00000184840_Rest,TMED9
25886,ENSG00000213096,ZNF254,Rest,271.0,61,17,78,-3.869058120271936,True,6.545052462160888,False,>10 DE genes,on-target KD,ENSG00000213096,ENSG00000213096_Rest,ZNF254
25891,ENSG00000033800,PIAS1,Rest,232.0,67,25,92,-4.178025557426574,True,24.60817701189584,False,>10 DE genes,on-target KD,ENSG00000033800,ENSG00000033800_Rest,PIAS1
25895,ENSG00000095059,DHPS,Rest,132.0,296,236,532,-5.237813925423875,True,24.495467611297755,False,>10 DE genes,on-target KD,ENSG00000095059,ENSG00000095059_Rest,DHPS
25898,ENSG00000101216,GMEB2,Rest,299.0,67,15,82,-2.407219830007717,False,27.515695167631907,False,>10 DE genes,no on-target KD,ENSG00000101216,ENSG00000101216_Rest,GMEB2
25899,ENSG00000101413,RPRD1B,Rest,153.0,187,113,300,-3.2953658035293625,True,21.687544928927377,False,>10 DE genes,on-target KD,ENSG00000101413,ENSG00000101413_Rest,RPRD1B
25910,ENSG00000125820,NKX2-2,Rest,326.0,82,136,218,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000125820,ENSG00000125820_Rest,NKX2-2
25917,ENSG00000155330,C16orf87,Rest,670.0,78,51,129,-12.13743329106396,True,32.7879798545413,False,>10 DE genes,on-target KD,ENSG00000155330,ENSG00000155330_Rest,C16orf87
25923,ENSG00000167528,ZNF641,Rest,787.0,36,22,58,-12.278255098644731,True,19.855055371327293,False,>10 DE genes,on-target KD,ENSG00000167528,ENSG00000167528_Rest,ZNF641
25930,ENSG00000172239,PAIP1,Rest,151.0,79,39,118,-1.9302465088936225,True,8.361238675029862,False,>10 DE genes,on-target KD,ENSG00000172239,ENSG00000172239_Rest,PAIP1
25931,ENSG00000174292,TNK1,Rest,284.0,188,228,416,0.242662910856421,False,0.2532363210133436,False,>10 DE genes,no on-target KD,ENSG00000174292,ENSG00000174292_Rest,TNK1
25934,ENSG00000204209,DAXX,Rest,278.0,44,21,65,-17.264228295299908,True,102.75060299606736,False,>10 DE genes,on-target KD,ENSG00000204209,ENSG00000204209_Rest,DAXX
25940,ENSG00000065000,AP3D1,Rest,369.0,54,18,72,-14.395009843863123,True,104.25699524912892,False,>10 DE genes,on-target KD,ENSG00000065000,ENSG00000065000_Rest,AP3D1
25945,ENSG00000107485,GATA3,Rest,805.0,387,501,888,-16.196718732294897,True,54.96158892741229,False,>10 DE genes,on-target KD,ENSG00000107485,ENSG00000107485_Rest,GATA3
25952,ENSG00000121073,SLC35B1,Rest,126.0,458,170,628,-6.712053423166866,True,67.0020314077594,False,>10 DE genes,on-target KD,ENSG00000121073,ENSG00000121073_Rest,SLC35B1
25958,ENSG00000142634,EFHD2,Rest,174.0,36,14,50,-4.02354176843966,True,185.4447521434637,False,>10 DE genes,on-target KD,ENSG00000142634,ENSG00000142634_Rest,EFHD2
25961,ENSG00000157106,SMG1,Rest,484.0,1637,397,2034,-7.140505165083504,True,56.7018086190786,False,>10 DE genes,on-target KD,ENSG00000157106,ENSG00000157106_Rest,SMG1
25963,ENSG00000164032,H2AFZ,Rest,380.0,57,64,121,-9.178979229505613,True,137.3239618172259,False,>10 DE genes,on-target KD,ENSG00000164032,ENSG00000164032_Rest,H2AZ1
25965,ENSG00000169228,RAB24,Rest,366.0,3,38,41,-3.912488312819527,False,4.249486274015301,True,>10 DE genes,putative off-target,ENSG00000169228,ENSG00000169228_Rest,RAB24
25967,ENSG00000170291,ELP5,Rest,299.0,264,133,397,-10.117287498478651,True,39.80627431767706,False,>10 DE genes,on-target KD,ENSG00000170291,ENSG00000170291_Rest,ELP5
25993,ENSG00000083312,TNPO1,Stim48hr,557.0,858,591,1449,-7.205555788931617,True,11.532673054951273,False,>10 DE genes,on-target KD,ENSG00000083312,ENSG00000083312_Stim48hr,TNPO1
26001,ENSG00000116514,RNF19B,Stim48hr,612.0,108,16,124,-10.533443744675518,True,105.57275633984877,False,>10 DE genes,on-target KD,ENSG00000116514,ENSG00000116514_Stim48hr,RNF19B
26052,ENSG00000129158,SERGEF,Stim48hr,1196.0,45,45,90,-16.435499995052687,True,26.05931252419421,False,>10 DE genes,on-target KD,ENSG00000129158,ENSG00000129158_Stim48hr,SERGEF
26054,ENSG00000137168,PPIL1,Stim48hr,166.0,80,34,114,-8.00792637233578,True,66.13135017747835,False,>10 DE genes,on-target KD,ENSG00000137168,ENSG00000137168_Stim48hr,PPIL1
26060,ENSG00000152223,EPG5,Stim48hr,725.0,34,11,45,-9.683608221308711,True,15.753892258074648,False,>10 DE genes,on-target KD,ENSG00000152223,ENSG00000152223_Stim48hr,EPG5
26067,ENSG00000165506,DNAAF2,Stim48hr,145.0,67,49,116,-3.604047123987352,True,15.472450088473895,False,>10 DE genes,on-target KD,ENSG00000165506,ENSG00000165506_Stim48hr,DNAAF2
26072,ENSG00000169992,NLGN2,Stim48hr,230.0,40,20,60,-2.327764156813054,True,4.865381084167334,False,>10 DE genes,on-target KD,ENSG00000169992,ENSG00000169992_Stim48hr,NLGN2
26073,ENSG00000171634,BPTF,Stim48hr,103.0,252,134,386,-5.966062884738382,True,83.86939625824614,False,>10 DE genes,on-target KD,ENSG00000171634,ENSG00000171634_Stim48hr,BPTF
26088,ENSG00000037897,METTL1,Rest,272.0,344,171,515,-4.18344027268101,True,7.56928205851599,False,>10 DE genes,on-target KD,ENSG00000037897,ENSG00000037897_Rest,METTL1
26090,ENSG00000066135,KDM4A,Rest,1456.0,19,13,32,-19.94130208553478,True,33.38634752599909,False,>10 DE genes,on-target KD,ENSG00000066135,ENSG00000066135_Rest,KDM4A
26094,ENSG00000087157,PGS1,Rest,165.0,463,251,714,-6.446736947131059,True,34.16497908186774,False,>10 DE genes,on-target KD,ENSG00000087157,ENSG00000087157_Rest,PGS1
26106,ENSG00000142166,IFNAR1,Rest,1185.0,21,25,46,-26.66238238188665,True,74.96016722044853,False,>10 DE genes,on-target KD,ENSG00000142166,ENSG00000142166_Rest,IFNAR1
26110,ENSG00000151923,TIAL1,Rest,629.0,33,21,54,-19.708959105703208,True,113.38541952846124,False,>10 DE genes,on-target KD,ENSG00000151923,ENSG00000151923_Rest,TIAL1
26112,ENSG00000160199,PKNOX1,Rest,448.0,83,100,183,-9.530991980715534,True,22.870695793712624,False,>10 DE genes,on-target KD,ENSG00000160199,ENSG00000160199_Rest,PKNOX1
26126,ENSG00000174437,ATP2A2,Rest,268.0,2361,1158,3519,-10.057253422470598,True,66.02400858983408,False,>10 DE genes,on-target KD,ENSG00000174437,ENSG00000174437_Rest,ATP2A2
26149,ENSG00000118181,RPS25,Stim8hr,117.0,69,21,90,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000118181,ENSG00000118181_Stim8hr,RPS25
26175,ENSG00000168813,ZNF507,Stim8hr,501.0,31,6,37,-16.034008699301584,True,57.92433666233799,False,>10 DE genes,on-target KD,ENSG00000168813,ENSG00000168813_Stim8hr,ZNF507
26178,ENSG00000176049,JAKMIP2,Stim8hr,317.0,51,31,82,-0.194577981888806,False,0.2505622537680815,False,>10 DE genes,no on-target KD,ENSG00000176049,ENSG00000176049_Stim8hr,JAKMIP2
26182,ENSG00000184634,MED12,Stim8hr,219.0,2523,1619,4142,-8.788787110955338,True,48.63979043485457,False,>10 DE genes,on-target KD,ENSG00000184634,ENSG00000184634_Stim8hr,MED12
26185,ENSG00000196411,EPHB4,Stim8hr,98.0,24,13,37,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000196411,ENSG00000196411_Stim8hr,EPHB4
26188,ENSG00000029363,BCLAF1,Rest,654.0,25,18,43,-11.158718881528848,True,24.221546272926144,False,>10 DE genes,on-target KD,ENSG00000029363,ENSG00000029363_Rest,BCLAF1
26190,ENSG00000066117,SMARCD1,Rest,259.0,70,31,101,-10.633977946519384,True,66.397327871944,False,>10 DE genes,on-target KD,ENSG00000066117,ENSG00000066117_Rest,SMARCD1
26194,ENSG00000100453,GZMB,Rest,341.0,204,57,261,-0.6301064618324597,False,156.25031370672505,False,>10 DE genes,no on-target KD,ENSG00000100453,ENSG00000100453_Rest,GZMB
26202,ENSG00000122042,UBL3,Rest,528.0,46,29,75,-14.505911637880692,True,66.10162422480666,False,>10 DE genes,on-target KD,ENSG00000122042,ENSG00000122042_Rest,UBL3
26222,ENSG00000166024,R3HCC1L,Rest,497.0,204,20,224,-10.064884758823071,True,21.79307373595076,False,>10 DE genes,on-target KD,ENSG00000166024,ENSG00000166024_Rest,R3HCC1L
26226,ENSG00000170802,FOXN2,Rest,1150.0,251,4,255,-23.710158381023323,True,53.24093917291359,False,>10 DE genes,on-target KD,ENSG00000170802,ENSG00000170802_Rest,FOXN2
26227,ENSG00000173264,GPR137,Rest,1508.0,39,20,59,-12.67595992195896,True,18.786816344771573,True,>10 DE genes,on-target KD,ENSG00000173264,ENSG00000173264_Rest,GPR137
26230,ENSG00000197037,ZSCAN25,Rest,394.0,112,43,155,-4.7297282380024095,True,5.174821510360179,False,>10 DE genes,on-target KD,ENSG00000197037,ENSG00000197037_Rest,ZSCAN25
26254,ENSG00000111237,VPS29,Stim48hr,117.0,207,93,300,-2.274709191438568,False,6.190838255182559,False,>10 DE genes,no on-target KD,ENSG00000111237,ENSG00000111237_Stim48hr,VPS29
26256,ENSG00000116586,LAMTOR2,Stim48hr,204.0,1222,841,2063,-11.781630625970642,True,116.07847592654636,True,>10 DE genes,on-target KD,ENSG00000116586,ENSG00000116586_Stim48hr,LAMTOR2
26272,ENSG00000165480,SKA3,Stim48hr,136.0,66,44,110,-6.193866328397313,True,51.68724065153746,False,>10 DE genes,on-target KD,ENSG00000165480,ENSG00000165480_Stim48hr,SKA3
26278,ENSG00000176396,EID2,Stim48hr,412.0,73,21,94,-7.534443784476448,True,22.768475011934058,False,>10 DE genes,on-target KD,ENSG00000176396,ENSG00000176396_Stim48hr,EID2
26279,ENSG00000182199,SHMT2,Stim48hr,521.0,137,51,188,-16.912900120753143,True,88.89506233876432,False,>10 DE genes,on-target KD,ENSG00000182199,ENSG00000182199_Stim48hr,SHMT2
26297,ENSG00000100129,EIF3L,Rest,259.0,59,83,142,-11.626257908622978,True,167.54768590002706,False,>10 DE genes,on-target KD,ENSG00000100129,ENSG00000100129_Rest,EIF3L
26301,ENSG00000113522,RAD50,Rest,273.0,72,36,108,-5.564424471363783,True,61.93188750432104,False,>10 DE genes,on-target KD,ENSG00000113522,ENSG00000113522_Rest,RAD50
26337,ENSG00000278845,MRPL45,Rest,298.0,65,13,78,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000278845,ENSG00000278845_Rest,MRPL45
26340,ENSG00000065883,CDK13,Rest,683.0,284,274,558,-13.990399292073818,True,34.879782708113034,False,>10 DE genes,on-target KD,ENSG00000065883,ENSG00000065883_Rest,CDK13
26347,ENSG00000104047,DTWD1,Rest,211.0,31,7,38,-4.56706828210949,True,11.008017002933403,False,>10 DE genes,on-target KD,ENSG00000104047,ENSG00000104047_Rest,DTWD1
26348,ENSG00000112893,MAN2A1,Rest,559.0,81,3,84,-15.436309488398674,True,46.33390971174108,False,>10 DE genes,on-target KD,ENSG00000112893,ENSG00000112893_Rest,MAN2A1
26350,ENSG00000125885,MCM8,Rest,318.0,32,8,40,-10.672969114420368,True,45.828849909250685,False,>10 DE genes,on-target KD,ENSG00000125885,ENSG00000125885_Rest,MCM8
26360,ENSG00000155363,MOV10,Rest,503.0,573,383,956,-12.340254386381549,True,54.808455589489725,False,>10 DE genes,on-target KD,ENSG00000155363,ENSG00000155363_Rest,MOV10
26369,ENSG00000174579,MSL2,Rest,593.0,112,209,321,-19.885025926215484,True,101.87872921570889,False,>10 DE genes,on-target KD,ENSG00000174579,ENSG00000174579_Rest,MSL2
26389,ENSG00000015285,WAS,Stim48hr,583.0,18,26,44,-23.911843699172454,True,131.41503109216742,False,>10 DE genes,on-target KD,ENSG00000015285,ENSG00000015285_Stim48hr,WAS
26394,ENSG00000103184,SEC14L5,Stim48hr,1105.0,17,14,31,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000103184,ENSG00000103184_Stim48hr,SEC14L5
26404,ENSG00000135740,SLC9A5,Stim48hr,424.0,126,81,207,-2.6558030522919496,False,2.626200000775663,True,>10 DE genes,putative off-target,ENSG00000135740,ENSG00000135740_Stim48hr,SLC9A5
26407,ENSG00000138621,PPCDC,Stim48hr,285.0,197,106,303,-2.7638457771108333,False,36.00257744639037,False,>10 DE genes,no on-target KD,ENSG00000138621,ENSG00000138621_Stim48hr,PPCDC
26411,ENSG00000149761,NUDT22,Stim48hr,660.0,22,16,38,-14.38447233653997,True,34.72636845369254,True,>10 DE genes,on-target KD,ENSG00000149761,ENSG00000149761_Stim48hr,NUDT22
26422,ENSG00000171984,SHLD1,Stim48hr,2354.0,274,110,384,-18.515640765297626,True,19.07911445200753,False,>10 DE genes,on-target KD,ENSG00000171984,ENSG00000171984_Stim48hr,SHLD1
26424,ENSG00000174437,ATP2A2,Stim48hr,107.0,1007,559,1566,-10.141806976806311,True,128.15362727205775,False,>10 DE genes,on-target KD,ENSG00000174437,ENSG00000174437_Stim48hr,ATP2A2
26439,ENSG00000048828,FAM120A,Rest,453.0,14,18,32,-20.71437641028227,True,112.95824254283012,True,>10 DE genes,on-target KD,ENSG00000048828,ENSG00000048828_Rest,FAM120A
26446,ENSG00000111669,TPI1,Rest,92.0,31,51,82,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000111669,ENSG00000111669_Rest,TPI1
26475,ENSG00000166164,BRD7,Rest,1082.0,48,32,80,-19.053978108418058,True,85.7415937509785,False,>10 DE genes,on-target KD,ENSG00000166164,ENSG00000166164_Rest,BRD7
26485,ENSG00000198604,BAZ1A,Rest,274.0,39,50,89,-9.546001672628666,True,42.52956161105987,False,>10 DE genes,on-target KD,ENSG00000198604,ENSG00000198604_Rest,BAZ1A
26496,ENSG00000109814,UGDH,Rest,218.0,544,422,966,-6.128370312565106,True,28.55771054859961,False,>10 DE genes,on-target KD,ENSG00000109814,ENSG00000109814_Rest,UGDH
26497,ENSG00000112110,MRPL18,Rest,353.0,40,9,49,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000112110,ENSG00000112110_Rest,MRPL18
26502,ENSG00000122873,CISD1,Rest,669.0,85,5,90,-15.408113437564865,True,43.11843690757065,True,>10 DE genes,on-target KD,ENSG00000122873,ENSG00000122873_Rest,CISD1
26518,ENSG00000165898,ISCA2,Rest,261.0,25,17,42,-4.972163365623839,True,13.168443493803087,True,>10 DE genes,on-target KD,ENSG00000165898,ENSG00000165898_Rest,ISCA2
26520,ENSG00000171105,INSR,Rest,1576.0,795,571,1366,-2.2949787323783943,True,0.5719039480153221,False,>10 DE genes,on-target KD,ENSG00000171105,ENSG00000171105_Rest,INSR
26525,ENSG00000181038,METTL23,Rest,681.0,22,15,37,-24.29812267653916,True,103.19953497454853,True,>10 DE genes,on-target KD,ENSG00000181038,ENSG00000181038_Rest,METTL23
26526,ENSG00000183765,CHEK2,Rest,84.0,177,19,196,-4.301556541470408,True,24.47216227259824,False,>10 DE genes,on-target KD,ENSG00000183765,ENSG00000183765_Rest,CHEK2
26531,ENSG00000187514,PTMA,Rest,583.0,115,42,157,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000187514,ENSG00000187514_Rest,PTMA
26535,ENSG00000248919,ATP5MF-PTCD1,Rest,242.0,27,5,32,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000248919,ENSG00000248919_Rest,ATP5MF-PTCD1
26541,ENSG00000067182,TNFRSF1A,Rest,381.0,20,27,47,-12.05144157245747,True,49.19647874275645,False,>10 DE genes,on-target KD,ENSG00000067182,ENSG00000067182_Rest,TNFRSF1A
26544,ENSG00000100330,MTMR3,Rest,460.0,211,7,218,-11.172223280410938,True,32.079583556080536,False,>10 DE genes,on-target KD,ENSG00000100330,ENSG00000100330_Rest,MTMR3
26558,ENSG00000140319,SRP14,Rest,271.0,36,21,57,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000140319,ENSG00000140319_Rest,SRP14
26560,ENSG00000142544,CTU1,Rest,149.0,342,112,454,-1.081282938391663,False,1.3159072331006998,False,>10 DE genes,no on-target KD,ENSG00000142544,ENSG00000142544_Rest,CTU1
26561,ENSG00000143761,ARF1,Rest,476.0,1229,525,1754,-11.515019538264696,True,106.263566700878,False,>10 DE genes,on-target KD,ENSG00000143761,ENSG00000143761_Rest,ARF1
26564,ENSG00000153015,CWC27,Rest,835.0,41,32,73,-18.581168417107374,True,38.488793483489694,True,>10 DE genes,on-target KD,ENSG00000153015,ENSG00000153015_Rest,CWC27
26573,ENSG00000165948,IFI27L1,Rest,310.0,189,322,511,-7.752348266058562,True,27.56507189711094,True,>10 DE genes,on-target KD,ENSG00000165948,ENSG00000165948_Rest,IFI27L1
26576,ENSG00000169607,CKAP2L,Rest,464.0,27,7,34,-14.58131431882579,True,67.5731392091901,False,>10 DE genes,on-target KD,ENSG00000169607,ENSG00000169607_Rest,CKAP2L
26577,ENSG00000171657,GPR82,Rest,694.0,101,20,121,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000171657,ENSG00000171657_Rest,GPR82
26584,ENSG00000186871,ERCC6L,Rest,434.0,84,33,117,-7.158277056347036,True,15.56710507121576,False,>10 DE genes,on-target KD,ENSG00000186871,ENSG00000186871_Rest,ERCC6L
26593,ENSG00000081237,PTPRC,Rest,431.0,43,12,55,-24.796931595710724,True,197.27224706943372,False,>10 DE genes,on-target KD,ENSG00000081237,ENSG00000081237_Rest,PTPRC
26598,ENSG00000102103,PQBP1,Rest,228.0,42,14,56,-10.740637047883016,True,59.45129138901532,True,>10 DE genes,on-target KD,ENSG00000102103,ENSG00000102103_Rest,PQBP1
26600,ENSG00000103363,ELOB,Rest,983.0,1198,293,1491,-22.60513224749407,True,95.11426416930712,False,>10 DE genes,on-target KD,ENSG00000103363,ENSG00000103363_Rest,ELOB
26601,ENSG00000103653,CSK,Rest,1192.0,331,217,548,-43.65002216134179,True,238.7354731500853,False,>10 DE genes,on-target KD,ENSG00000103653,ENSG00000103653_Rest,CSK
26606,ENSG00000117625,RCOR3,Rest,237.0,98,227,325,-7.6193153606210995,True,40.30253764195608,False,>10 DE genes,on-target KD,ENSG00000117625,ENSG00000117625_Rest,RCOR3
26607,ENSG00000119421,NDUFA8,Rest,339.0,49,87,136,-13.201820208756248,True,59.13732624965156,False,>10 DE genes,on-target KD,ENSG00000119421,ENSG00000119421_Rest,NDUFA8
26620,ENSG00000147044,CASK,Rest,183.0,77,44,121,-6.129131161875126,True,25.24997795796146,False,>10 DE genes,on-target KD,ENSG00000147044,ENSG00000147044_Rest,CASK
26625,ENSG00000164919,COX6C,Rest,251.0,213,54,267,-16.946609761907812,True,151.60095723993106,False,>10 DE genes,on-target KD,ENSG00000164919,ENSG00000164919_Rest,COX6C
