gene_name,chrom,tss,strand
C1GALT1C1,chrX,120630054,-
HGD,chr3,120682243,-
CABP1,chr12,120640626,+
PRDM5,chr4,120922870,-
RABL3,chr3,120742533,-
MLEC,chr12,120687149,+
UNC119B,chr12,120710458,+
NOTCH2NLR,chr1,120723912,+
NBPF26,chr1,120723945,+
ACADS,chr12,120725826,+
GLI2,chr2,120735623,+
GTF2E1,chr3,120742637,+
FBXW2,chr9,120793416,-
SPPL3,chr12,120904358,-
TSPAN12,chr7,120858402,-
B3GALT9,chr9,120792403,+
PSMD5,chr9,120842951,-
WDR11,chr10,120851305,+
PHF19,chr9,120894896,-
CT47B1,chrX,120875866,-
ENSG00000278646,chrX,120878924,-
PPIAL4A,chr1,120889771,+
TRAF1,chr9,120929173,-
STXBP5L,chr3,120908072,+
CT47A12,chrX,120932301,-
C5,chr9,121075195,-
CT47A11,chrX,120937158,-
CT47A10,chrX,120942023,-
CT47A9,chrX,120946883,-
CT47A8,chrX,120951744,-
ING3,chr7,120950763,+
CT47A7,chrX,120956600,-
CT47A6,chrX,120961487,-
CT47A5,chrX,120966348,-
CT47A4,chrX,120971208,-
CT47A3,chrX,120976068,-
CT47A2,chrX,120980928,-
HNF1A,chr12,120978543,+
CT47A1,chrX,120985760,-
CPED1,chr7,120988697,+
C12orf43,chr12,121016502,-
OASL,chr12,121039246,-
TBCEL,chr11,121024072,+
TBCEL-TECTA,chr11,121045739,+
NDNF,chr4,121073021,-
GLUD2,chrX,121047610,+
CNTRL,chr9,121074880,+
TBC1D32,chr6,121334745,-
TECTA,chr11,121101243,+
TNIP3,chr4,121227466,-
P2RX7,chr12,121132876,+
FAM72B,chr1,121185539,-
RAB14,chr9,121223014,-
SRGAP2C,chr1,121184811,+
GSN,chr9,121207794,+
P2RX4,chr12,121210065,+
TFCP2L1,chr2,121285202,-
CAMKK2,chr12,121298308,-
SC5D,chr11,121292771,+
ANAPC5,chr12,121399896,-
WNT16,chr7,121325367,+
QRFPR,chr4,121381018,-
CLASP1,chr2,121649476,-
STOM,chr9,121370304,-
FAM3C,chr7,121396364,-
RNF34,chr12,121400083,+
KDM2B,chr12,121582279,-
POLQ,chr3,121545988,-
GJA1,chr6,121435595,+
GGTA1,chr9,121499844,-
SORL1,chr11,121452314,+
FGFR2,chr10,121598458,-
DAB2IP,chr9,121567057,+
ARGFX,chr3,121567949,+
FBXO40,chr3,121593379,+
HAS2,chr8,121641440,-
ORAI1,chr12,121626509,+
HCLS1,chr3,121660916,-
MORN3,chr12,121669654,-
GOLGB1,chr3,121749966,-
ANXA5,chr4,121696992,-
ATE1,chr10,121928785,-
TMEM120B,chr12,121712752,+
NIFK,chr2,121736911,-
TSN,chr2,121737103,+
SMIM43,chr4,121765427,-
IQCB1,chr3,121835061,-
RHOF,chr12,121803403,-
EXOSC9,chr4,121801318,+
SETD1B,chr12,121804009,+
TTLL11,chr9,122093606,-
CCNA2,chr4,121823883,-
BBS7,chr4,121870474,-
EAF2,chr3,121835209,+
HPD,chr12,121863596,-
FTMT,chr5,121851882,+
PTPRZ1,chr7,121873089,+
TRPC3,chr4,121952060,-
PSMD9,chr12,121888771,+
ENSG00000256950,chr12,121888809,+
SLC15A2,chr3,121894401,+
CFAP251,chr12,121918592,+
NSMCE4A,chr10,121975217,-
SRFBP1,chr5,121961975,+
ILDR1,chr3,122022247,-
TACC2,chr10,121989163,+
BCL7A,chr12,122019422,+
CD86,chr3,122055362,+
LOX,chr5,122078259,-
AASS,chr7,122144255,-
MLXIP,chr12,122078756,+
BLID,chr11,122116215,-
ZNF474,chr5,122129546,+
ZNF475,chr5,122129622,+
NDUFA8,chr9,122159779,-
BLTP1,chr4,122152331,+
MORN5,chr9,122159908,+
LRRC43,chr12,122167738,+
IL31,chr12,122174221,-
CASR,chr3,122183668,+
LHX6,chr9,122229626,-
B3GNT4,chr12,122203681,+
ENSG00000284934,chr12,122227534,-
DIABLO,chr12,122226052,-
ENSG00000256861,chr12,122266423,-
VPS33A,chr12,122266502,-
RBM18,chr9,122264840,-
MRRF,chr9,122264603,+
BTBD16,chr10,122271296,+
CLIP1,chr12,122422669,-
FEZF1,chr7,122310691,-
SNCAIP,chr5,122311354,+
CADPS2,chr7,122886759,-
CSTA,chr3,122325248,+
MIX23,chr3,122383231,-
PTGS1,chr9,122370530,+
PLEKHA1,chr10,122374696,+
ADAD1,chr4,122378966,+
FAM162A,chr3,122384161,+
HSF2,chr6,122399551,+
WDR5B,chr3,122416062,-
KPNA1,chr3,122514945,-
SERINC1,chr6,122471807,-
IL2,chr4,122456725,-
ARMS2,chr10,122454653,+
HTRA1,chr10,122458551,+
ZCCHC8,chr12,122500932,-
PKIB,chr6,122471917,+
OR1J1,chr9,122477926,-
RSRC2,chr12,122526962,-
OR1J2,chr9,122510802,+
OR1J4,chr9,122519141,+
OR1N1,chr9,122527293,-
KNTC1,chr12,122527246,+
PARP9,chr3,122564577,-
OR1N2,chr9,122553112,+
DMBT1,chr10,122560665,+
DTX3L,chr3,122564338,+
OR1L8,chr9,122583384,-
PARP15,chr3,122577628,+
IL21,chr4,122621066,-
OR1Q1,chr9,122614738,+
OR1B1,chr9,122657627,-
UBASH3B,chr11,122655722,+
OR1L1,chr9,122661566,+
SPADH,chr10,122672850,+
OR1L3,chr9,122675130,+
PARP14,chr3,122680839,+
C10orf120,chr10,122699846,-
RNF133,chr7,122699117,-
HCAR2,chr12,122703357,-
RNF148,chr7,122702922,-
HCAR3,chr12,122716811,-
OR1L4,chr9,122723990,+
HCAR1,chr12,122730844,-
BBS12,chr4,122732702,+
HSPBAP1,chr3,122793831,-
OR1L6,chr9,122742303,+
DENR,chr12,122752824,+
CCDC62,chr12,122774526,+
SNX2,chr5,122775080,+
FABP7,chr6,122779716,+
ZHX2,chr8,122781655,+
OR5C1,chr9,122788933,+
SMPDL3A,chr6,122789049,+
SLC49A4,chr3,122795069,+
PDCL,chr9,122828588,-
OR1K1,chr9,122800123,+
FGF2,chr4,122826682,+
CUZD1,chr10,122845857,-
ENSG00000286088,chr10,122879583,-
HIP1R,chr12,122835457,+
CRTAM,chr11,122838500,+
SNX24,chr5,122843439,+
RC3H2,chr9,122905359,-
FAM24B,chr10,122879641,-
VPS37B,chr12,122896127,-
JHY,chr11,122882683,+
NUDT6,chr4,122922968,-
ZBTB6,chr9,122913323,-
SEMA5B,chr3,123027878,-
FAM24A,chr10,122910610,+
ZBTB26,chr9,122931512,-
ABCB9,chr12,122981649,-
AFG2A,chr4,122923070,+
C10orf88,chr10,122954311,-
RABGAP1,chr9,122941020,+
PSTK,chr10,122954381,+
OGFOD2,chr12,122974580,+
BSX,chr11,122981834,-
ARL6IP4,chr12,122980060,+
PITPNM2,chr12,123151090,-
IKZF5,chr10,123008812,-
TAS2R16,chr7,122995700,-
CLVS2,chr6,122996235,+
ACADSB,chr10,123008979,+
DERL1,chr8,123042302,-
PPIC,chr5,123036725,-
GPR21,chr9,123033667,+
TBC1D31,chr8,123041968,+
HSPA8,chr11,123063230,-
PDIA5,chr3,123067025,+
CLMP,chr11,123195291,-
PRDM6,chr5,123089241,+
STRBP,chr9,123268586,-
SLC13A1,chr7,123199969,-
HMX3,chr10,123135970,+
HMX2,chr10,123148136,+
MPHOSPH9,chr12,123244014,-
BUB3,chr10,123154402,+
FAM83A,chr8,123178960,+
GRIA3,chrX,123184153,+
SEC22A,chr3,123201927,+
TRDN,chr6,123637189,-
C8orf76,chr8,123241377,-
ZHX1-C8orf76,chr8,123274284,-
MTRFR,chr12,123233436,+
ZHX1,chr8,123275541,-
CDK2AP1,chr12,123272334,-
ADCY5,chr3,123449090,-
SBNO1,chr12,123364847,-
ATAD2,chr8,123416350,-
CEP120,chr5,123423592,-
CRB2,chr9,123356170,+
GRAMD1B,chr11,123358428,+
DENND1A,chr9,123930152,-
KMT5A,chr12,123384132,+
SPRY1,chr4,123396795,+
RILPL2,chr12,123436684,-
NTAQ1,chr8,123416726,+
IQUB,chr7,123534595,-
SNRNP35,chr12,123458088,+
RILPL1,chr12,123533719,-
HACD2,chr3,123585053,-
FBXO32,chr8,123541206,-
CSNK1G3,chr5,123512177,+
NDUFA5,chr7,123557904,-
ASB15,chr7,123567010,+
TMED2,chr12,123584533,+
THOC2,chrX,123733056,-
DDX55,chr12,123602099,+
MYLK,chr3,123884332,-
EIF2B1,chr12,123633766,-
SCN3B,chr11,123655244,-
GTF2H3,chr12,123633739,+
KLHL38,chr8,123653801,-
LMOD2,chr7,123655866,+
GPR26,chr10,123666355,+
TCTN2,chr12,123671110,+
ANXA13,chr8,123737402,-
WASL,chr7,123749003,-
CPXM2,chr10,123940267,-
ATP6V0A2,chr12,123712353,+
ZNF202,chr11,123741675,-
OR6X1,chr11,123754518,-
DNAH10,chr12,123762188,+
FAM91A1,chr8,123768439,+
NKAIN2,chr6,123803865,+
OR6M1,chr11,123806349,-
HYAL4,chr7,123828983,+
FER1L6,chr8,123851987,+
XIAP,chrX,123859712,+
TMEM225,chr11,123885670,-
CCDC14,chr3,123961408,-
OR8D4,chr11,123902167,+
CCDC92,chr12,123972831,-
SPAM1,chr7,123925237,+
OR4D5,chr11,123939617,+
OR6T1,chr11,123943838,-
STAG2,chrX,123960212,+
ROPN1,chr3,123992178,-
ZNF664,chr12,123971845,+
RFLNA,chr12,123973241,+
OR10S1,chr11,123977781,-
OR10G6,chr11,123995161,-
LHX2,chr9,124001670,+
CHST15,chr10,124093598,-
OR10G4,chr11,124012997,+
OR10G9,chr11,124023013,+
CNTNAP5,chr2,124025287,+
OR10G8,chr11,124026798,+
TMEM229A,chr7,124033067,-
KALRN,chr3,124033369,+
OR10G7,chr11,124041325,-
VWA5A,chr11,124115404,+
OR10D3,chr11,124183345,+
OR8G3P,chr11,124211707,+
OR8G2P,chr11,124224732,+
SH2D1A,chrX,124227868,+
OR8G1,chr11,124241095,+
TEX13D,chrX,124246249,+
OR8G5,chr11,124256376,+
NEK6,chr9,124257606,+
OR8D1,chr11,124315099,-
TMEM65,chr8,124372701,-
OR8D2,chr11,124320197,-
NCOR2,chr12,124567612,-
PSMB7,chr9,124415444,-
TENM1,chrX,125204312,-
OR8B2,chr11,124384499,-
OR8B3,chr11,124399024,-
OAT,chr10,124418976,-
OR8B4,chr11,124424871,-
OR8B8,chr11,124445696,-
NKX1-2,chr10,124450035,-
ADGRD2,chr9,124450451,+
TRMT12,chr8,124450820,+
LHPP,chr10,124461823,+
RNF139,chr8,124474866,+
SSU72L6,chr7,124476317,+
NR5A1,chr9,124507420,-
TATDN1,chr8,124539458,-
NR6A1,chr9,124771311,-
NDUFB9,chr8,124539101,+
OR8B12,chr11,124545333,-
MTSS1,chr8,124728473,-
OR8A1,chr11,124566660,+
PANX3,chr11,124611428,+
ENSG00000258539,chr10,124791727,-
FAM53B,chr10,124744378,-
TBRG1,chr11,124622864,+
SIAE,chr11,124695707,-
ZNF608,chr5,124748807,-
ANKRD50,chr4,124712732,-
SPA17,chr11,124673844,+
UMPS,chr3,124730445,+
NRGN,chr11,124739942,+
GPR37,chr7,124765792,-
VSIG2,chr11,124752255,-
EEF1AKMT2,chr10,124791887,-
ESAM,chr11,124762290,-
ITGB5,chr3,124901418,-
MSANTD2,chr11,124800706,-
SCARB1,chr12,124882668,-
OLFML2A,chr9,124777133,+
ABRAXAS2,chr10,124801819,+
POT1,chr7,124929983,-
WDR38,chr9,124853417,+
RPL35,chr9,124861961,-
ARPC5L,chr9,124862130,+
ROBO3,chr11,124865432,+
GOLGA1,chr9,124948013,-
ROBO4,chr11,124898500,-
MUC13,chr3,124953819,-
UBC,chr12,124917368,-
HEPACAM,chr11,124936047,-
HEPN1,chr11,124919250,+
ZRANB1,chr10,124942123,+
SCAI,chr9,125143528,-
DHX37,chr12,124989131,-
CCDC15,chr11,124954121,+
RNF217,chr6,124962437,+
HEG1,chr3,125055997,-
ZNF572,chr8,124973295,+
CTBP2,chr10,125161170,-
BRI3BP,chr12,124993645,+
SQLE,chr8,124998497,+
WASHC5,chr8,125091819,-
SLC37A2,chr11,125063302,+
AACS,chr12,125065435,+
SLC12A8,chr3,125212864,-
NSMCE2,chr8,125091679,+
TMEM218,chr11,125111763,-
TPD52L1,chr6,125119049,+
PPP6C,chr9,125189939,-
PKNOX2,chr11,125164687,+
TMEM132B,chr12,125186386,+
RABEPK,chr9,125200542,+
HDDC2,chr6,125302078,-
ZNF148,chr3,125375325,-
HSPA5,chr9,125241382,-
GAPVD1,chr9,125261810,+
FAT4,chr4,125314918,+
TEX13C,chrX,125319871,+
TRIB1,chr8,125430358,+
MAPKAP1,chr9,125707234,-
FEZ1,chr11,125592568,-
SNX4,chr3,125520202,-
OSBPL11,chr3,125595497,-
EI24,chr11,125569280,+
TEX36,chr10,125683163,-
STT3A,chr11,125591712,+
CHEK1,chr11,125625163,+
ACRV1,chr11,125680874,-
EDRF1,chr10,125719703,+
PATE1,chr11,125746279,+
PBX3,chr9,125747345,+
HEY2,chr6,125747664,+
MMP21,chr10,125775821,-
PATE2,chr11,125778828,-
NCOA7,chr6,125781161,+
UROS,chr10,125823288,-
PATE3,chr11,125788127,+
BCCIP,chr10,125823546,+
PATE4,chr11,125833316,+
DHX32,chr10,125896436,-
HYLS1,chr11,125883614,+
PUS3,chr11,125903221,-
FANK1,chr10,125896564,+
DDX25,chr11,125903376,+
VSIG10L2,chr11,125946044,+
CDON,chr11,126063335,-
HINT3,chr6,125956770,+
ROPN1B,chr3,125969160,+
TRMT11,chr6,125986479,+
SLC41A3,chr3,126101557,-
ADAM12,chr10,126388477,-
ALDH1L1,chr3,126197994,-
DCAF12L2,chrX,126166289,-
RPUSD4,chr11,126211692,-
FAM118B,chr11,126211724,+
SRPRA,chr11,126269144,-
FOXRED1,chr11,126269029,+
TIRAP,chr11,126282497,+
DCPS,chr11,126304060,+
MVB12B,chr9,126326829,+
CENPW,chr6,126340115,+
KLF15,chr3,126357408,-
ST3GAL4,chr11,126355660,+
GRAMD2B,chr5,126360132,+
CFAP100,chr3,126394909,+
KIRREL3,chr11,127003460,-
C10orf90,chr10,126798708,-
ZXDC,chr3,126475891,-
GRM8,chr7,127252941,-
UROC1,chr3,126517773,-
CHST13,chr3,126524155,+
C3orf22,chr3,126558932,-
ALDH7A1,chr5,126595336,-
DCAF12L1,chrX,126552814,-
LRATD2,chr8,126558478,-
TXNRD3,chr3,126655124,-
PHAX,chr5,126600925,+
LMX1B,chr9,126613928,+
SPMIP10,chr5,126631705,+
GYPC,chr2,126656133,+
CHCHD6,chr3,126704240,+
LMNB1,chr5,126777136,+
ZBTB43,chr9,126805006,+
PRR32,chrX,126819729,+
ZBTB34,chr9,126860639,+
MARCHF3,chr5,127030558,-
TEX51,chr2,126898864,+
DOCK1,chr10,126905409,+
RALGPS1,chr9,126914774,+
PLXNA1,chr3,126982693,+
C5orf63,chr5,127073506,-
BIN1,chr2,127107288,-
ANGPTL2,chr9,127122635,-
RSPO3,chr6,127118671,+
INSYN2A,chr10,127196591,-
CYP27C1,chr2,127220313,-
PRR23E,chr3,127193131,+
GARNL3,chr9,127224265,+
ERCC3,chr2,127294144,-
RNF146,chr6,127266726,+
PRR20G,chr3,127288046,-
ECHDC1,chr6,127343609,-
MEGF10,chr5,127290796,+
MAP3K2,chr2,127388465,-
POU5F1B,chr8,127322183,+
ZNF800,chr7,127431924,-
SLC2A8,chr9,127397138,+
PROC,chr2,127418427,+
ZNF79,chr9,127424374,+
IWS1,chr2,127526886,-
KIAA0408,chr6,127459389,-
ENSG00000255330,chr6,127475694,-
RPL12,chr9,127451406,-
LRSAM1,chr9,127451505,+
MTCL3,chr6,127519335,-
NIBAN2,chr9,127578989,-
PRRC1,chr5,127517617,+
C6orf58,chr6,127519455,+
MYO7B,chr2,127535683,+
NPS,chr10,127549309,+
TPRA1,chr3,127598267,-
STXBP1,chr9,127579370,+
GCC1,chr7,127593611,-
ARF5,chr7,127588403,+
FSCN3,chr7,127591409,+
MCM2,chr3,127598411,+
PAX4,chr7,127618142,-
INTU,chr4,127623271,+
PODXL2,chr3,127629185,+
LIMS2,chr2,127681786,-
GPR17,chr2,127645864,+
CTXN3,chr5,127649082,+
SND1,chr7,127652194,+
ABTB1,chr3,127672952,+
MGLL,chr3,127823271,-
PTRH1,chr9,127724873,-
WDR33,chr2,127811187,-
SFT2D3,chr2,127701497,+
CCDC192,chr5,127703361,+
CFAP157,chr9,127706988,+
THEMIS,chr6,127918631,-
TTC16,chr9,127716079,+
SLC25A31,chr4,127730400,+
TOR2A,chr9,127735294,-
MYC,chr8,127735434,+
FOXI2,chr10,127737185,+
SH2D3C,chr9,127778710,-
HSPA4L,chr4,127781821,+
CDK9,chr9,127785679,+
FPGS,chr9,127794597,+
ENG,chr9,127854773,-
POLR2D,chr2,127858155,-
AMMECR1L,chr2,127885961,-
AK1,chr9,127877675,-
ENSG00000257524,chr9,127885589,-
CLRN3,chr10,127892941,-
PLK4,chr4,127880893,+
ST6GALNAC6,chr9,127905408,-
PTPRE,chr10,127907103,+
ST6GALNAC4,chr9,127917041,-
KBTBD12,chr3,127915232,+
MFSD8,chr4,127966034,-
PIP5KL1,chr9,127930785,-
DPM2,chr9,127937854,-
EEIG1,chr9,127980989,-
SAP130,chr2,128028120,-
ABHD18,chr4,127965377,+
PTPRK,chr6,128520616,-
LRRC4,chr7,128032107,-
ACTRT1,chrX,128052403,-
SEC61A1,chr3,128051641,+
NAIF1,chr9,128068206,-
LARP1B,chr4,128061286,+
RUVBL1,chr3,128153914,-
SLC25A25,chr9,128068201,+
SLC12A2,chr5,128083766,+
UGGT1,chr2,128091200,+
MKI67,chr10,128126423,-
PTGES2,chr9,128128462,-
LCN2,chr9,128149071,+
EEFSEC,chr3,128153481,+
BBLN,chr9,128160265,+
CIZ1,chr9,128204383,-
DNM1,chr9,128191655,+
HS6ST1,chr2,128318868,-
LEP,chr7,128241278,+
GOLGA2,chr9,128276026,-
FBN2,chr5,128659185,-
TMEM132C,chr12,128267170,+
PGRMC2,chr4,128288829,-
SWI5,chr9,128275379,+
RBM28,chr7,128343908,-
TRUB2,chr9,128322447,-
COQ4,chr9,128322544,+
SLC27A4,chr9,128340527,+
PRRT4,chr7,128361690,-
URM1,chr9,128371361,+
IMPDH1,chr7,128409986,-
CERCAM,chr9,128411751,+
ODF2,chr9,128455186,+
HILPDA,chr7,128455849,+
ETS1,chr11,128587558,-
DNAJB8,chr3,128466968,-
METTL2B,chr7,128476748,+
GATA2,chr3,128493201,-
GLE1,chr9,128504655,+
SLC27A6,chr5,128538013,+
SPTAN1,chr9,128552558,+
RPN1,chr3,128681075,-
DYNC2I2,chr9,128656847,-
GARIN1A,chr7,128672281,+
SET,chr9,128683424,+
FLI1,chr11,128686535,+
RAB7A,chr3,128693669,+
PKN3,chr9,128702503,+
GARIN1B,chr7,128709061,+
ZDHHC12,chr9,128724127,-
ZER1,chr9,128772414,-
CALU,chr7,128739292,+
OPN1SW,chr7,128775794,-
TBC1D13,chr9,128787253,+
CCDC136,chr7,128790757,+
SLC15A4,chr12,128823958,-
JADE1,chr4,128809700,+
ENDOG,chr9,128818500,+
SPOUT1,chr9,128829794,-
KYAT1,chr9,128881931,-
FLNC,chr7,128830406,+
KCNJ1,chr11,128867373,-
GLT1D1,chr12,128853478,+
KCP,chr7,128910719,-
ATP6V1F,chr7,128862856,+
SCLT1,chr4,129093563,-
SPMIP1,chr7,128866330,+
ACAD9,chr3,128879596,+
LRRC8A,chr9,128882133,+
LAMA2,chr6,128883138,+
KCNJ5,chr11,128891356,+
CFAP92,chr3,129002690,-
PHYHD1,chr9,128920966,+
TP53AIP1,chr11,128943399,-
IRF5,chr7,128937457,+
ENSG00000251184,chr9,128941478,+
DOLK,chr9,128947603,-
NUP188,chr9,128947699,+
TNPO3,chr7,129055173,-
ARHGAP32,chr11,129279324,-
EFCC1,chr3,129001304,+
SH3GLB2,chr9,129028331,-
MIGA2,chr9,129036621,+
GP9,chr3,129060779,+
TMEM132D,chr12,129904025,-
DOLPP1,chr9,129081111,+
RAB43,chr3,129122801,-
ISY1-RAB43,chr3,129161036,-
C4orf33,chr4,129093317,+
CRAT,chr9,129111189,-
ISOC1,chr5,129094749,+
PTPA,chr9,129110950,+
ISY1,chr3,129161063,-
ENSG00000235007,chr9,129139413,+
TSPAN33,chr7,129144707,+
CNBP,chr3,129183922,-
IER5L,chr9,129178261,-
SMO,chr7,129188633,+
AHCYL2,chr7,129225030,+
COPG1,chr3,129249606,+
HMCES,chr3,129278828,+
H1-10,chr3,129316286,-
BARX2,chr11,129375848,+
EFCAB12,chr3,129428636,-
IFT122,chr3,129429607,+
MBD4,chr3,129440179,-
STRIP2,chr7,129434432,+
SMARCA1,chrX,129523500,-
ADAMTS19,chr5,129460298,+
MGMT,chr10,129467190,+
SMKR1,chr7,129502531,+
RHO,chr3,129528639,+
OCRL,chrX,129539849,+
H1-8,chr3,129543175,+
PLXND1,chr3,129606676,-
ARHGAP18,chr6,129710177,-
NTMT1,chr9,129608884,+
NRF1,chr7,129611720,+
C9orf50,chr9,129621101,-
ASB6,chr9,129642169,-
APLN,chrX,129654956,-
TMCC1,chr3,129893711,-
PRRX2,chr9,129665647,+
PTGES,chr9,129753042,-
XPNPEP2,chrX,129738979,+
MINAR2,chr5,129748094,+
GSDMC,chr8,129786624,-
SASH3,chrX,129779949,+
TOR1B,chr9,129803157,+
ZDHHC9,chrX,129843909,-
TOR1A,chr9,129824244,-
TMEM45B,chr11,129815848,+
C9orf78,chr9,129835863,-
UBE2H,chr7,129952960,-
TMEM244,chr6,129861547,-
USP20,chr9,129834698,+
EBF3,chr10,129973053,-
CYRIB,chr8,130017504,-
NFRKB,chr11,129895584,-
FNBP1,chr9,130043189,-
PRDM10,chr11,130002835,-
CHSY3,chr5,129904465,+
UTP14A,chrX,129906121,+
TRH,chr3,129974688,+
RAB6C,chr2,129979666,+
BCORL1,chrX,129981107,+
L3MBTL3,chr6,130013699,+
ZC3HC1,chr7,130051389,-
C10orf143,chr10,130110830,-
ASAP1,chr8,130443674,-
GPR107,chr9,130053426,+
ELF4,chrX,130110716,-
APLP2,chr11,130068147,+
KLHDC10,chr7,130070534,+
POTEF,chr2,130129222,-
ALG1L2,chr3,130081831,+
AIFM1,chrX,130165879,-
GLRX3,chr10,130136391,+
CCDC74B,chr2,130145134,-
SAMD3,chr6,130365425,-
SMPD4,chr2,130182750,-
ST14,chr11,130159782,+
FZD10,chr12,130162459,+
TMEM209,chr7,130207770,-
RAB33A,chrX,130171962,+
NCS1,chr9,130172404,+
MZT2B,chr2,130181737,+
TUBA3E,chr2,130198439,-
ZNF280C,chrX,130268899,-
SSMEM1,chr7,130206344,+
ZBTB44,chr11,130314917,-
HMCN2,chr9,130265760,+
CPA2,chr7,130266863,+
CPA4,chr7,130293134,+
PIWIL1,chr12,130337887,+
CCDC115,chr2,130342324,-
SLC25A14,chrX,130339888,+
IMP4,chr2,130342877,+
CPA5,chr7,130344816,+
COL6A5,chr3,130345672,+
PTPN18,chr2,130356045,+
TMEM200A,chr6,130366017,+
GPR119,chrX,130385674,-
CPA1,chr7,130380339,+
CEP41,chr7,130442433,-
RIMBP2,chr12,130768228,-
RBMX2,chrX,130401987,+
ADAMTS8,chr11,130428609,-
ASS1,chr9,130444961,+
ADAMTS15,chr11,130448645,+
POTEI,chr2,130509707,-
MEST,chr7,130486171,+
COPG2,chr7,130668748,-
COL6A6,chr3,130517177,+
CFC1B,chr2,130521197,+
FUBP3,chr9,130578965,+
CFC1,chr2,130599575,-
POTEJ,chr2,130611440,+
ENOX2,chrX,130903234,-
PRDM12,chr9,130664594,+
TSGA13,chr7,130687432,-
PIK3R4,chr3,130746829,-
EXOSC2,chr9,130693765,+
ABL1,chr9,130713043,+
ENSG00000288570,chr9,130713626,+
GPR148,chr2,130729070,+
KLF14,chr7,130734207,-
AMER3,chr2,130755540,+
ADCY8,chr8,131040909,-
STX2,chr12,130839250,-
SMLR1,chr6,130827406,+
ARHGEF4,chr2,130836914,+
EPB41L2,chr6,131063322,-
ATP2C1,chr3,130850595,+
SNX19,chr11,130916479,-
RAN,chr12,130872037,+
QRFP,chr9,130896812,-
FIBCD1,chr9,130939286,-
ADGRD1,chr12,130953907,+
LAMC3,chr9,131009174,+
ASTE1,chr3,131027649,-
NEK11,chr3,131026850,+
SMIM39,chr2,131034928,+
FAM168B,chr2,131093460,-
ARHGAP36,chrX,131058346,+
TCERG1L,chr10,131311721,-
AIF1L,chr9,131096476,+
PLEKHB2,chr2,131104847,+
MKLN1,chr7,131110096,+
NUP214,chr9,131125586,+
AKAP7,chr6,131135467,+
HINT1,chr5,131224468,-
LYRM7,chr5,131170944,+
POTEE,chr2,131209536,+
CDC42SE2,chr5,131245493,+
FAM78A,chr9,131277365,-
IGSF1,chrX,131578899,-
PLPP7,chr9,131289723,+
RAB6D,chr2,131364168,-
NTM,chr11,131370478,+
PRRC2B,chr9,131373636,+
NUDT16,chr3,131381671,+
RAPGEF6,chr5,131635231,-
ENSG00000273217,chr5,131796983,-
ENSG00000291303,chr9,131430129,+
ENSG00000288841,chr9,131432759,+
MRPL3,chr3,131502983,-
MZT2A,chr2,131492743,-
ARG1,chr6,131470918,+
TUBA3D,chr2,131476119,+
PODXL,chr7,131558217,-
POMT1,chr9,131502789,+
UCK1,chr9,131531264,-
CCDC74A,chr2,131527833,+
CPNE4,chr3,132285410,-
OR13H1,chrX,131544074,+
PRRT1B,chr9,131545523,+
MED23,chr6,131628242,-
RAPGEF1,chr9,131740076,-
ENPP3,chr6,131628461,+
FNIP1,chr5,131797017,-
OR2A4,chr6,131701401,-
CTAGE9,chr6,131711017,-
SFSWAP,chr12,131711090,+
MEIKIN,chr5,131945698,-
ENSG00000281938,chr5,132011637,-
ENPP1,chr6,131808020,+
MMP17,chr12,131828393,+
MED27,chr9,132079867,-
ULK1,chr12,131894622,+
PPP2R2D,chr10,131901008,+
EFR3A,chr8,131904093,+
PUS1,chr12,131929200,+
CCN2,chr6,131951372,-
EP400,chr12,131949942,+
ACSL6,chr5,132012243,-
BNIP3,chr10,131981967,-
STK26,chrX,132023302,+
OC90,chr8,132059382,-
ENSG00000258417,chr8,132085655,-
JAKMIP3,chr10,132036336,+
IL3,chr5,132060655,+
HHLA1,chr8,132111159,-
CSF2,chr5,132073789,+
FRMD7,chrX,132128020,-
KCNQ3,chr8,132481095,-
PLXNA4,chr7,132648688,-
DDX51,chr12,132144319,-
NOC4L,chr12,132144457,+
ANKRD30BL,chr2,132257969,-
NTNG2,chr9,132162058,+
DPYSL4,chr10,132186948,+
P4HA2,chr5,132295315,-
GALNT9,chr12,132329589,-
RAP2C,chrX,132219480,-
STK32C,chr10,132331847,-
PDLIM4,chr5,132257696,+
SETX,chr9,132354986,-
SLC22A4,chr5,132294394,+
MOXD1,chr6,132401475,-
ACP3,chr3,132317369,+
LRRC27,chr10,132332154,+
MBNL3,chrX,132489968,-
SLC22A5,chr5,132369710,+
TTF1,chr9,132406851,-
PWWP2B,chr10,132397168,+
CFAP77,chr9,132410043,+
ENSG00000283782,chr5,132410832,+
OPCML,chr11,133532501,-
GPR39,chr2,132416805,+
DNAJC13,chr3,132417502,+
IRF1,chr5,132508719,-
STX7,chr6,132513198,-
FBRSL1,chr12,132489551,+
INPP5A,chr10,132537787,+
TAAR9,chr6,132538277,+
IL5,chr5,132556838,-
TAAR8,chr6,132552672,+
RAD50,chr5,132556019,+
ACAD11,chr3,132660062,-
NPHP3-ACAD11,chr3,132684770,-
TAAR6,chr6,132570322,+
DNAAF11,chr8,132675592,-
BARHL1,chr9,132582606,+
TAAR5,chr6,132589741,-
DDX31,chr9,132670401,-
ACKR4,chr3,132597270,+
LRCOL1,chr12,132610582,-
TAAR2,chr6,132624275,-
P2RX2,chr12,132618776,+
